Cabeçalho da Nota,,,,,,,,,,,,,,
Emissão:16/04/2026 08:37:29,Total de registros:207,Usuário: 1004 - PEDRO.NUNES,,,,,,,,,,,,
Liberação,Nome Parceiro (Parceiro),Pendente,Nro. Único,Nro. Nota,Nome Fantasia (Empresa),Vlr. Nota,Dt. Neg.,Previsão de entrega,Observação,Observação,NF-e,Tipo Operação,Dt. do Faturamento,Descrição (Tipo de Operação)
Aprovado,TORA RECINTOS ALFANDEGADOS S/A,Não,23074203,2322,J.M EMBALAGENS E BRINDES LTDA,"912,11",03/02/2026,03/02/2026 00:00,"ARMAZENAGEM EXTRA IMPORTAÇÃO DESPESA ADUANEIRA OCS 1557, 1442, 1318, 34112",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,03/02/2026 14:39,PEDIDO COMPRA SERVICO
Aprovado,TRANS FL-TRANSPORTES E LOGISTICA DE CARGAS LTDA,Sim,23059405,2313,J.M EMBALAGENS E BRINDES LTDA,"10.574,55",02/02/2026,02/02/2026 00:00,FRETE REFERENTE CTE 26325 OC 1175 SANTOS X BETIM,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,02/02/2026 14:26,PEDIDO COMPRA SERVICO
Aprovado,TRANS FL-TRANSPORTES E LOGISTICA DE CARGAS LTDA,Sim,23062248,2319,J.M EMBALAGENS E BRINDES LTDA,"10.394,67",02/02/2026,02/02/2026 00:00,FRETE ROD BR CTE 26473 OC 1450,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,02/02/2026 18:01,PEDIDO COMPRA SERVICO
Aprovado,TRANS FL-TRANSPORTES E LOGISTICA DE CARGAS LTDA,Sim,23059447,2314,J.M EMBALAGENS E BRINDES LTDA,"4.545,45",02/02/2026,02/02/2026 00:00,FRETE REFERENTE A OC 1175 CTE 26231,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,02/02/2026 14:30,PEDIDO COMPRA SERVICO
Aprovado,TRANS FL-TRANSPORTES E LOGISTICA DE CARGAS LTDA,Não,23062221,2318,J.M EMBALAGENS E BRINDES LTDA,"2.440,00",02/02/2026,03/02/2026 00:00,ARMAZENAGEM IMPORTAÇÃO OC 1450 l MINUTA NOTA FISCAL 2128 l DIARIA FRETE ROD TRANSFL KR DISPLAY JM EMB BB-156-25,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,03/02/2026 09:10,PEDIDO COMPRA SERVICO
Aprovado,ECOPORTO SANTOS S.A.,Não,23059598,2315,J.M EMBALAGENS E BRINDES LTDA,"1.958,74",02/02/2026,02/02/2026 00:00,"ARMAZENAGEM PROCESSO JM10 - IMPORTACAO 
HLCUNG12508TIVY9 l JZBR2500307",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,02/02/2026 14:44,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,23055484,2310,J.M EMBALAGENS E BRINDES LTDA,"1.518,00",02/02/2026,02/02/2026 00:00,HONORARIO PRESTACAO DE SERVIÇO IMPORTACAO JM11 OC1518,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,02/02/2026 09:47,PEDIDO COMPRA SERVICO
Aprovado,TORA RECINTOS ALFANDEGADOS S/A,Não,23057643,2312,J.M EMBALAGENS E BRINDES LTDA,"950,38",02/02/2026,02/02/2026 00:00,ARMAZENAGEM IMPORTAÇÃO DESPESA ADUANEIRA NF ANEXADA  OC 1175,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,02/02/2026 11:55,PEDIDO COMPRA SERVICO
Aprovado,BANDEIRANTES DEICMAR LOGISTICA INTEGRADA S.A,Não,23035917,36393,ZAP GRAFICA ONLINE LTDA,"2.624,71",30/01/2026,03/02/2026 00:00,DTA HUB OC32804 OC32806,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,03/02/2026 00:00,PEDIDO COMPRA SERVICO
Aprovado,SUNTRANS LOGISTICA BRASIL LTDA,Não,23032249,36392,ZAP GRAFICA ONLINE LTDA,"60,92",30/01/2026,30/01/2026 00:00,"DESCONSOLIDAÇÃO 
ref: OC32804 OC32806

Suntrans Logistica do Brasil LTDA

CNPJ: 08.017.952/0002-00
Banco: Itaú Unibanco SA
Agencia: 7633 - 0 Conta: 98974 - 9
Chave PIX: 08017952000200",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,30/01/2026 10:50,PEDIDO COMPRA SERVICO
Aprovado,SKYSEA SHIPPING LTDA,Sim,23014673,2285,J.M EMBALAGENS E BRINDES LTDA,"9.479,15",29/01/2026,29/01/2026 00:00,"FRETE INTERNACIONAL SEM DESCONSOLIDAÇÃO E EX WORKS 
ref OC: 1450

SKYSEA SHIPPING LTDA
Rua Campos Mello 157 - Vila Mathias
Santos - SP - CEP: 11015-504
CNPJ: 51.161.889/0001-20
Telefone: +551333010154
Site: www.skyseashipping.com",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,29/01/2026 14:38,PEDIDO COMPRA SERVICO
Aprovado,TORA RECINTOS ALFANDEGADOS S/A,Não,23009880,2276,J.M EMBALAGENS E BRINDES LTDA,"6.212,12",29/01/2026,29/01/2026 00:00,"ARMAZENAGEM IMPORTAÇÃO DESPESA ADUANEIRA OCS 1557, 1442, 1318, 34112",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,29/01/2026 08:16,PEDIDO COMPRA SERVICO
Aprovado,SANTOS BRASIL PARTICIPACOES S.A.,Não,23014226,2292,J.M EMBALAGENS E BRINDES LTDA,"4.591,24",29/01/2026,29/01/2026 00:00,ARMAZENAGEM IMPORTAÇÃO OCS 1334,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,29/01/2026 13:51,PEDIDO COMPRA SERVICO
Aprovado,COSCO SL BRASIL,Sim,23014148,2290,J.M EMBALAGENS E BRINDES LTDA,"4.516,50",29/01/2026,29/01/2026 00:00,"FRETE INTERNACIONAL
ref OC: 1334

SKYSEA SHIPPING LTDA
Rua Campos Mello 157 - Vila Mathias
Santos - SP - CEP: 11015-504
CNPJ: 51.161.889/0001-20
Telefone: +551333010154
Site: www.skyseashipping.com",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,29/01/2026 13:45,PEDIDO COMPRA SERVICO
Aprovado,SKYSEA SHIPPING LTDA,Sim,23012833,2282,J.M EMBALAGENS E BRINDES LTDA,"3.784,89",29/01/2026,29/01/2026 00:00,"EX-WORKS CHARGES 
ref OC: 1450

SKYSEA SHIPPING LTDA
Rua Campos Mello 157 - Vila Mathias
Santos - SP - CEP: 11015-504
CNPJ: 51.161.889/0001-20
Telefone: +551333010154
Site: www.skyseashipping.com",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,29/01/2026 11:42,PEDIDO COMPRA SERVICO
Aprovado,TORA RECINTOS ALFANDEGADOS S/A,Não,23013775,2293,J.M EMBALAGENS E BRINDES LTDA,"2.581,85",29/01/2026,29/01/2026 00:00,ARMAZEANGEM COMPLEMENTAR BETIM OC1334,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,29/01/2026 12:59,PEDIDO COMPRA SERVICO
Aprovado,N. MINAS TRANSPORTES E LOCACOES LTDA,Sim,23013753,2291,J.M EMBALAGENS E BRINDES LTDA,"1.435,30",29/01/2026,29/01/2026 00:00,FRETE RODOVIARIO OC 1334,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,29/01/2026 12:51,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,23009831,2278,J.M EMBALAGENS E BRINDES LTDA,"1.186,34",29/01/2026,29/01/2026 00:00,FRETE INTERNACIONAL  SEM DESCONSOLIDACAO l OC 1187,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,29/01/2026 08:07,PEDIDO COMPRA SERVICO
Aprovado,SKYSEA SHIPPING LTDA,Não,23016841,2297,J.M EMBALAGENS E BRINDES LTDA,"515,17",29/01/2026,29/01/2026 00:00,"EXW CHARGES 
ref OC: 1513

SKYSEA SHIPPING LTDA
Rua Campos Mello 157 - Vila Mathias
Santos - SP - CEP: 11015-504
CNPJ: 51.161.889/0001-20
Telefone: +551333010154
Site: www.skyseashipping.com",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,29/01/2026 00:00,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,23009793,2279,J.M EMBALAGENS E BRINDES LTDA,"111,06",29/01/2026,29/01/2026 00:00,SERVIÇO DE DESCONSOLIDAÇÃO OC 1187,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,29/01/2026 08:02,PEDIDO COMPRA SERVICO
Aprovado,TRANS FL-TRANSPORTES E LOGISTICA DE CARGAS LTDA,Sim,22997178,2273,J.M EMBALAGENS E BRINDES LTDA,"6.600,00",28/01/2026,28/01/2026 00:00,"FRETE REFERENTE DTA SANTOS X BETIM OCS 1557, 1442, 1318, 34112

Documentos anexados

TRANFL CTE-  6.600,00",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,28/01/2026 09:50,PEDIDO COMPRA SERVICO
Aprovado,TRANS FL-TRANSPORTES E LOGISTICA DE CARGAS LTDA,Sim,22995777,2274,J.M EMBALAGENS E BRINDES LTDA,"1.220,00",28/01/2026,28/01/2026 00:00,"MINUTA DTA SANTOS X BETIM OCS 1557, 1442, 1318, 34112

Documentos anexados


MINUTA - R$ 1.220,00",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,28/01/2026 07:39,PEDIDO COMPRA SERVICO
Aprovado,TRANS FL-TRANSPORTES E LOGISTICA DE CARGAS LTDA,Não,23001671,36280,ZAP GRAFICA ONLINE LTDA,"1.220,00",28/01/2026,28/01/2026 00:00,"MINUTA DTA SANTOS X BETIM OC 34111 l OC 34112 
Documentos anexados


MINUTA - R$ 1.220,00",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,28/01/2026 00:00,PEDIDO COMPRA SERVICO
Aprovado,HARDTECH - SUPPORT INFORMATICA LTDA - EPP,Não,22982443,2263,J.M EMBALAGENS E BRINDES LTDA,"10.780,00",27/01/2026,27/01/2026 00:00,"DADOS DE PAGAMENTO:

HARDTECH INFORMÁTICA   

Dados bancários:
•	Banco Itaú
•	Agência 4319
•	C/C 12596-1
•	Hardtech Support Informática Ltda
•	PIX: CNPJ: 02.128.153/0001-44

Av. Transbrasiliana, 812, Qd. 13, Lt. 08, St. Serrinha – Goiânia – GO 
CEP 74.835-190

*https://goo.gl/maps/mK6upoRm4fN1V5PU9**HARDTECH INFORMÁTICA*",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),5105,27/01/2026 09:11,PEDIDO COMPRA USO CONSUMO PRODUÇAO J.M
Aprovado,BRETAS BROKER,Não,22975772,36241,ZAP GRAFICA ONLINE LTDA,"1.518,00",26/01/2026,26/01/2026 00:00,HONORARIO OC 34111 OC 34112 SOUNDA NEW + SHANGHAI DER,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,26/01/2026 18:14,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22975784,36240,ZAP GRAFICA ONLINE LTDA,"378,12",26/01/2026,26/01/2026 00:00,SEGURO INTERNACIONAL AKAD OC 34111 OC 34112 SOUNDA NEW + SHANGHAI DER,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,26/01/2026 18:16,PEDIDO COMPRA SERVICO
Aprovado,SANTOS BRASIL PARTICIPACOES S.A.,Não,22965927,2269,J.M EMBALAGENS E BRINDES LTDA,"3.246,29",25/01/2026,25/01/2026 00:00,"ARMAZENAGEM IMPORTAÇÃO OCS 1557, 1442, 1318, 34112",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,25/01/2026 00:00,PEDIDO COMPRA SERVICO
Aprovado,AZ LOGISTICA E NEGOCIOS INTERNACIONAIS LTDA,Sim,22954821,36184,ZAP GRAFICA ONLINE LTDA,"3.739,02",23/01/2026,23/01/2026 00:00,"FRETE RODOVIARIO DTA SANTOS X BETIM X SANTOS OC 34111 OC 34112

CTE 3436 3432 3431",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,23/01/2026 11:21,PEDIDO COMPRA SERVICO
Aprovado,TORA RECINTOS ALFANDEGADOS S/A,Não,22959091,36470,ZAP GRAFICA ONLINE LTDA,"259,67",23/01/2026,23/01/2026 00:00,ARMAZENAGEM TORA 17/01/2026 a 21/01/2026 DESPESA ADUANEIRA OC 34111 E  OC 34112,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,23/01/2026 00:00,PEDIDO COMPRA SERVICO
Aprovado,SKYSEA SHIPPING LTDA,Sim,22947495,2235,J.M EMBALAGENS E BRINDES LTDA,"24.520,00",22/01/2026,22/01/2026 00:00,"FRETE INTERNACIONAL SEM VALOR DA DESCONSOLIDAÇÃO 
SEM NF

ref OC: 1557, 1442, 1316, 34111, 1318, 34112

SKYSEA SHIPPING LTDA
Rua Campos Mello 157 - Vila Mathias
Santos - SP - CEP: 11015-504
CNPJ: 51.161.889/0001-20
Telefone: +551333010154
Site: www.skyseashipping.com",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,22/01/2026 00:00,PEDIDO COMPRA SERVICO
Aprovado,SKYSEA SHIPPING LTDA,Não,22943503,2226,J.M EMBALAGENS E BRINDES LTDA,"13.264,04",22/01/2026,22/01/2026 00:00,"FRETE INTERNACIONAL SEM DESCONSOLIDAÇÃO
ref OC: 1450

SKYSEA SHIPPING LTDA
Rua Campos Mello 157 - Vila Mathias
Santos - SP - CEP: 11015-504
CNPJ: 51.161.889/0001-20
Telefone: +551333010154
Site: www.skyseashipping.com",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,22/01/2026 11:00,PEDIDO COMPRA SERVICO
Aprovado,SKYSEA SHIPPING LTDA,Sim,22948969,36178,ZAP GRAFICA ONLINE LTDA,"7.329,05",22/01/2026,22/01/2026 00:00,"FRETE INTERNACIONAL SEM A DESCONSOLIDAÇÃO 

ref OC: 34111 34112

SKYSEA SHIPPING LTDA
Rua Campos Mello 157 - Vila Mathias
Santos - SP - CEP: 11015-504
CNPJ: 51.161.889/0001-20
Telefone: +551333010154
Site: www.skyseashipping.com",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,22/01/2026 17:04,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22942659,36154,ZAP GRAFICA ONLINE LTDA,"3.156,21",22/01/2026,22/01/2026 00:00,SEGURO INTERNACIONAL AKAD ZAP062,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,22/01/2026 09:03,PEDIDO COMPRA SERVICO
Aprovado,BANDEIRANTES DEICMAR LOGISTICA INTEGRADA S.A,Não,22945580,36158,ZAP GRAFICA ONLINE LTDA,"2.624,71",22/01/2026,22/01/2026 00:00,ARMAZENAGEM SANTOS OC 32960,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,22/01/2026 12:17,PEDIDO COMPRA SERVICO
Aprovado,SKYSEA SHIPPING LTDA,Não,22949071,2289,J.M EMBALAGENS E BRINDES LTDA,"1.531,30",22/01/2026,26/01/2026 00:00,"FRETE INTERNACIONAL
ref OC: 1513

SKYSEA SHIPPING LTDA
Rua Campos Mello 157 - Vila Mathias
Santos - SP - CEP: 11015-504
CNPJ: 51.161.889/0001-20
Telefone: +551333010154
Site: www.skyseashipping.com",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,26/01/2026 18:12,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22945962,36168,ZAP GRAFICA ONLINE LTDA,"1.518,00",22/01/2026,22/01/2026 00:00,HONORARIO OC 32960 LIUZHOU LIAN UNITED KNIVES CO,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,22/01/2026 13:12,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22945725,36166,ZAP GRAFICA ONLINE LTDA,"1.189,24",22/01/2026,22/01/2026 00:00,FRETE INTERNACIONAL  OC 32960 SEM NF,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,22/01/2026 00:00,PEDIDO COMPRA SERVICO
Aprovado,TRANS FL-TRANSPORTES E LOGISTICA DE CARGAS LTDA,Sim,22945923,36167,ZAP GRAFICA ONLINE LTDA,"1.051,38",22/01/2026,22/01/2026 00:00,FRETE RODOVIARIO NACIONAL OC 32960 LIUZHOU LIAN UNITED KNIVES CO,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,22/01/2026 13:07,PEDIDO COMPRA SERVICO
Aprovado,SKYSEA SHIPPING LTDA,Não,22947364,2236,J.M EMBALAGENS E BRINDES LTDA,"580,95",22/01/2026,22/01/2026 00:00,"DESCONSOLIDAÇÃO 
ref OC: 1557, 1442, 1316, 34111, 1318, 34112

SKYSEA SHIPPING LTDA
Rua Campos Mello 157 - Vila Mathias
Santos - SP - CEP: 11015-504
CNPJ: 51.161.889/0001-20
Telefone: +551333010154
Site: www.skyseashipping.com",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,22/01/2026 00:00,PEDIDO COMPRA SERVICO
Aprovado,SKYSEA SHIPPING LTDA,Não,22949028,36177,ZAP GRAFICA ONLINE LTDA,"580,95",22/01/2026,22/01/2026 00:00,"NF DESCONSOLIDAÇÃO 
ref OC: 34111 34112

SKYSEA SHIPPING LTDA
Rua Campos Mello 157 - Vila Mathias
Santos - SP - CEP: 11015-504
CNPJ: 51.161.889/0001-20
Telefone: +551333010154
Site: www.skyseashipping.com",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,22/01/2026 17:11,PEDIDO COMPRA SERVICO
Aprovado,SKYSEA SHIPPING LTDA,Não,22943492,2227,J.M EMBALAGENS E BRINDES LTDA,"492,55",22/01/2026,22/01/2026 00:00,"DESCONSOLIDAÇÃO
ref OC: 1450

NF ANEXADA

SKYSEA SHIPPING LTDA
Rua Campos Mello 157 - Vila Mathias
Santos - SP - CEP: 11015-504
CNPJ: 51.161.889/0001-20
Telefone: +551333010154
Site: www.skyseashipping.com",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,22/01/2026 10:18,PEDIDO COMPRA SERVICO
Aprovado,AMA TRANSPORTES LTDA,Sim,22945380,36159,ZAP GRAFICA ONLINE LTDA,"445,58",22/01/2026,22/01/2026 00:00,"REMOÇAO DTA 32960 LIUZHOU LIAN 
UNITED KNIVES",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,22/01/2026 12:05,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22945741,36165,ZAP GRAFICA ONLINE LTDA,"176,81",22/01/2026,22/01/2026 00:00,SERVIÇO DE DESCONSOLIDAÇÃO OC 32960,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,22/01/2026 00:00,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22945856,36163,ZAP GRAFICA ONLINE LTDA,"135,25",22/01/2026,22/01/2026 00:00,SEGURO INTERNACIONAL AKAD 32960,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,22/01/2026 12:59,PEDIDO COMPRA SERVICO
Aprovado,SKYSEA SHIPPING LTDA,Não,22949383,2237,J.M EMBALAGENS E BRINDES LTDA,"66,90",22/01/2026,22/01/2026 00:00,"DESCONSOLIDAÇÃO 
ref OC: 1513

SKYSEA SHIPPING LTDA
Rua Campos Mello 157 - Vila Mathias
Santos - SP - CEP: 11015-504
CNPJ: 51.161.889/0001-20
Telefone: +551333010154
Site: www.skyseashipping.com",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,22/01/2026 17:45,PEDIDO COMPRA SERVICO
Aprovado,SANTOS BRASIL PARTICIPACOES S.A.,Não,22920009,2245,J.M EMBALAGENS E BRINDES LTDA,"2.599,96",20/01/2026,20/01/2026 00:00,NF ANEXADA - ARMAZENAGEM IMPORTAÇÃO - OC 1450,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,20/01/2026 00:00,PEDIDO COMPRA SERVICO
Aprovado,AMA TRANSPORTES LTDA,Sim,22915066,2205,J.M EMBALAGENS E BRINDES LTDA,"1.340,07",20/01/2026,20/01/2026 00:00,FRETE DTA 250526426-5 OC1187,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,20/01/2026 09:55,PEDIDO COMPRA SERVICO
Aprovado,BANDEIRANTES DEICMAR LOGISTICA INTEGRADA S.A,Não,22903338,2197,J.M EMBALAGENS E BRINDES LTDA,"2.624,70",19/01/2026,19/01/2026 00:00,DTA  BL EURFL25911130SSZ  OC 1187,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,19/01/2026 13:34,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22902907,2195,J.M EMBALAGENS E BRINDES LTDA,"1.804,96",19/01/2026,19/01/2026 00:00,PRESTACAO DE SERVIÇO IMPORTACAO OC 1334,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,19/01/2026 00:00,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22903143,2193,J.M EMBALAGENS E BRINDES LTDA,"1.019,10",19/01/2026,19/01/2026 00:00,SEGURO INTERNACIONAL PROCESSO  OC 1334,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,19/01/2026 13:19,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22903101,2194,J.M EMBALAGENS E BRINDES LTDA,"33,00",19/01/2026,19/01/2026 00:00,CURRIER DESPESA ADUANEIRA  OC 1334,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,19/01/2026 00:00,PEDIDO COMPRA SERVICO
Aprovado,TRANS FL-TRANSPORTES E LOGISTICA DE CARGAS LTDA,Sim,22885230,2181,J.M EMBALAGENS E BRINDES LTDA,"13.200,00",16/01/2026,16/01/2026 00:00,"FRETE REFERENTE DTA SANTOS X BETIM OCS 1518

Documentos anexados

CT-E 1-26408 
valor 13.200,00

Chave aleatória (PIX): 1409a78b-76a9-455d-a8b9-6bc77ed8253e",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,16/01/2026 00:00,PEDIDO COMPRA SERVICO
Aprovado,TRANS FL-TRANSPORTES E LOGISTICA DE CARGAS LTDA,Não,22884129,2178,J.M EMBALAGENS E BRINDES LTDA,"7.820,00",16/01/2026,16/01/2026 00:00,"FRETE REFERENTE DTA SANTOS X BETIM OCS 1557, 1442, 1318, 34112

Documentos anexados

TRANFL CTE-  6.600,00
MINUTA - R$ 1.220,00",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,16/01/2026 08:31,PEDIDO COMPRA SERVICO
Aprovado,TORA RECINTOS ALFANDEGADOS S/A,Não,22884374,36047,ZAP GRAFICA ONLINE LTDA,"1.584,54",16/01/2026,16/01/2026 00:00,ARMAZENAGEM IMPORTAÇÃO DESPESA ADUANEIRA OC 34111 E  OC 34112,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,16/01/2026 08:43,PEDIDO COMPRA SERVICO
Aprovado,FEDERAL EXPRESS CORPORATION,Não,22877732,2180,J.M EMBALAGENS E BRINDES LTDA,"5.444,38",15/01/2026,15/01/2026 00:00,FRETE INTERNACIONAL + IMPORTAÇÃO + ICMS + DESEMBARAÇO ALFANDEGARIO + INFRAERO + SERASA OC 1629,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,15/01/2026 00:00,PEDIDO COMPRA SERVICO
Aprovado,FEDERAL EXPRESS CORPORATION,Não,22877525,2177,J.M EMBALAGENS E BRINDES LTDA,"1.457,67",15/01/2026,15/01/2026 00:00,FRETE INTERNACIONAL + IMPORTAÇÃO + ICMS + INFRAERO + OC 1514,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,15/01/2026 00:00,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22845443,2151,J.M EMBALAGENS E BRINDES LTDA,"1.756,50",13/01/2026,13/01/2026 00:00,SERVIÇO DE DESPACHANTE ADUANEIRO OC 1395,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,13/01/2026 00:00,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22845005,2149,J.M EMBALAGENS E BRINDES LTDA,"1.518,00",13/01/2026,13/01/2026 00:00,PRESTACAO DE SERVIÇO IMPORTACAO OC 1175,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,13/01/2026 11:58,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22845557,2152,J.M EMBALAGENS E BRINDES LTDA,"968,75",13/01/2026,13/01/2026 00:00,SEGURO INTERNACIONAL PROCESSO OC 1395,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,13/01/2026 12:37,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22845607,2155,J.M EMBALAGENS E BRINDES LTDA,"40,40",13/01/2026,13/01/2026 00:00,CURRIER DESPESA ADUANEIRA DUIMP OC 1395,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,13/01/2026 00:00,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22845165,2153,J.M EMBALAGENS E BRINDES LTDA,"33,00",13/01/2026,13/01/2026 00:00,CURRIER DESPESA ADUANEIRA DUIMP OC 1175,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,13/01/2026 00:00,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22845575,2154,J.M EMBALAGENS E BRINDES LTDA,"27,00",13/01/2026,13/01/2026 00:00,CURRIER DESPESA ADUANEIRA OC 1395,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,13/01/2026 12:43,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Sim,22823899,2133,J.M EMBALAGENS E BRINDES LTDA,"1.518,00",12/01/2026,12/01/2026 00:00,"PRESTACAO DE SERVIÇO IMPORTACAO 
OC 663",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,12/01/2026 10:11,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22824021,2134,J.M EMBALAGENS E BRINDES LTDA,"1.518,00",12/01/2026,12/01/2026 00:00,"PRESTACAO DE SERVIÇO IMPORTACAO 
OC 1187",<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,12/01/2026 00:00,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22823782,2132,J.M EMBALAGENS E BRINDES LTDA,"326,06",12/01/2026,12/01/2026 00:00,SEGURO INTERNACIONAL AKAD OC 663,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,12/01/2026 10:06,PEDIDO COMPRA SERVICO
Aprovado,BRETAS BROKER,Não,22824222,2135,J.M EMBALAGENS E BRINDES LTDA,"66,58",12/01/2026,12/01/2026 00:00,SEGURO INTERNACIONAL AKAD OC 1187,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,12/01/2026 00:00,PEDIDO COMPRA SERVICO
Aprovado,ECOPORTO SANTOS S.A.,Não,22759771,35899,ZAP GRAFICA ONLINE LTDA,"9.797,68",07/01/2026,07/01/2026 00:00,ARMAZENAGEM PROCESSO  JZBR2500300,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,07/01/2026 00:00,PEDIDO COMPRA SERVICO
Aprovado,E G A ASSESSORIA EM COMERCIO EXTERIOR LTDA,Não,22755477,35891,ZAP GRAFICA ONLINE LTDA,"1.201,66",07/01/2026,07/01/2026 00:00,ARMAZENAGEM BETIM,<SEM OBSERVACAO>,Convencional (Não Usa NF-e),2003,07/01/2026 11:43,PEDIDO COMPRA SERVICO
